Profile	Rawfilename	yyyy-mm-dd hh:mm	Project	Depth [m]	Sampled volume [L]	LPM (1-2 µm) [# l-1]	LPM (2-4 µm) [# l-1]	LPM (4-8 µm) [# l-1]	LPM (8-16 µm) [# l-1]	LPM (16-32 µm) [# l-1]	LPM (32-64 µm) [# l-1]	LPM (64-128 µm) [# l-1]	LPM (128-256 µm) [# l-1]	LPM (256-512 µm) [# l-1]	LPM (0.512-1.02 mm) [# l-1]	LPM (1.02-2.05 mm) [# l-1]	LPM (2.05-4.1 mm) [# l-1]	LPM (4.1-8.19 mm) [# l-1]	LPM (8.19-16.4 mm) [# l-1]	LPM (>16.4 mm) [# l-1]	LPM biovolume (1-2 µm) [mm3 l-1]	LPM biovolume (2-4 µm) [mm3 l-1]	LPM biovolume (4-8 µm) [mm3 l-1]	LPM biovolume (8-16 µm) [mm3 l-1]	LPM biovolume (16-32 µm) [mm3 l-1]	LPM biovolume (32-64 µm) [mm3 l-1]	LPM biovolume (64-128 µm) [mm3 l-1]	LPM biovolume (128-256 µm) [mm3 l-1]	LPM biovolume (256-512 µm) [mm3 l-1]	LPM biovolume (0.512-1.02 mm) [mm3 l-1]	LPM biovolume (1.02-2.05 mm) [mm3 l-1]	LPM biovolume (2.05-4.1 mm) [mm3 l-1]	LPM biovolume (4.1-8.19 mm) [mm3 l-1]	LPM biovolume (8.19-16.4 mm) [mm3 l-1]	LPM biovolume (>16.4 mm) [mm3 l-1]	chloro fluo [mg chl m-3]	conductivity [ms cm-1]	cpar [%]	depth [m]	fcdom [ppb qse]	in situ density anomaly [kg m-3]	nitrate [umol l-1]	oxygen [umol kg-1]	oxygen [ml l-1]	par [umol m-2 s-1]	potential density anomaly [kg m-3]	potential temperature [degc]	practical salinity [psu]	pressure [db]	qc flag	spar [umol m-2 s-1]	temperature [degc]	extrames01	extrames02	extrames03	extrames04	extrames05	extrames06	extrames07	extrames08	extrames09	extrames10	extrames11	extrames12	extrames13	extrames14	extrames15	extrames16	extrames17	extrames18	extrames19	extrames20
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	2.5	263.34	0.0	0.0	0.0	0.0	0.0	0.0	109.22381711855397	13.055365686944636	1.3784461152882206	0.0873395610237715	0.0303789777473988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082163919858151	0.0483117652098999	0.0314784761443932	0.011460119301297	0.0234566629733296	0.0	0.0	0.0	0.0	0.8177646153846153		29.903692307692307	3.5636153846153844						47.20738461538461				3.5999999999999996			-0.7507692307692307			101.44229230769233																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	7.5	249.48	0.0	0.0	0.0	0.0	0.0	0.0	60.07295173961841	10.654160654160654	1.7797017797017798	0.3006253006253006	0.0561167227833894	0.0481000481000481	0.0040083373416706	0.012025012025012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045190044832613	0.0429365232312114	0.0433830783194543	0.0438189077338764	0.108190838589327	0.740566580567832	0.207533028692893	6.0219589511246	0.0	0.7731783999999999		16.52144	7.324519999999999						26.081360000000004				7.400000000000001			-0.7746880000000003			101.726424																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	12.5	170.28	0.0	0.0	0.0	0.0	0.0	0.0	51.98496593845431	9.14963589382194	2.061310782241015	0.4345783415550857	0.0880902043692741	0.0880902043692741	0.0117453605825698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0391058350447478	0.036409871693653	0.052400958820933	0.0730659889446702	0.154058515908166	1.14618960407932	0.535247286584448	0.0	0.0	0.8960559999999999		8.304815999999999	12.27656						13.001768				12.4			-0.74848			101.656324																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	17.5	218.79	0.0	0.0	0.0	0.0	0.0	0.0	35.36267653914713	8.327620092325976	2.321861145390557	0.6124594359888478	0.1508295625942685	0.0914118561177384	0.0411353352529823	0.0091411856117738	0.0045705928058869	0.0	0.0	0.0	0.0	0.0	0.0	0.0266016716663406	0.0344194315429953	0.0610378922024232	0.0962557621956502	0.266608872647531	1.30403338717063	2.43852673724794	4.49563876708559	20.8327130755834	1.1230776		4.5541	17.22436						7.179267999999999				17.4			-0.8041799999999999			101.093144																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	22.5	138.6	0.0	0.0	0.0	0.0	0.0	0.0	10.815295815295816	5.187590187590188	2.2222222222222223	0.468975468975469	0.1226551226551226	0.1154401154401154	0.0505050505050505	0.0072150072150072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0081358363226367	0.0222733984222783	0.057338410399824	0.0711647405874945	0.19315244003889	1.58811430977014	3.73273186175205	2.19683477012449	0.0	1.526424		2.5821960000000006	22.17392						4.024508				22.399999999999995			-1.0802159999999998			100.480624																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	27.5	115.83	0.0	0.0	0.0	0.0	0.0	0.0	5.905205905205905	3.755503755503755	1.8561685228351896	0.4748338081671415	0.1036001036001036	0.086333419666753	0.0518000518000518	0.0086333419666753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044422075472291	0.0165078498781769	0.048003535532221	0.0630282765578225	0.174179369482003	1.45131677598926	4.34024753587743	2.56580504590359	0.0	0.9894951999999998		1.39986	27.1236						2.1898120000000008				27.4			-1.3033439999999998			102.74242																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	32.5	140.58	0.0	0.0	0.0	0.0	0.0	0.0	6.046379285815905	4.452980509318537	1.927727984066012	0.5192772798406601	0.0640204865556978	0.0284535495803101	0.014226774790155	0.0071133873950775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045484056149816	0.019854474769552	0.0557969276393359	0.0757737530927689	0.105217473330655	0.388822788364855	0.767581158292157	3.67029916934654	0.0	0.7844275999999999		0.8526368000000001	32.072280000000006						1.346				32.4			-1.430624			104.089472																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	37.5	113.85	0.0	0.0	0.0	0.0	0.0	0.0	7.870004391743523	6.359244620114185	2.345191040843215	0.8080808080808081	0.1141853315766359	0.0263504611330698	0.0	0.0087834870443566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059202326670623	0.0285861417402173	0.0651841879659525	0.0996366517387297	0.18058664095918	0.171888428030275	0.0	5.22503520220575	0.0	0.7830484		0.5551252	37.021440000000005						0.8763436				37.4			-1.5313679999999994			104.39008																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	42.5	95.04	0.0	0.0	0.0	0.0	0.0	0.0	7.154882154882155	7.0286195286195285	3.0197811447811445	0.9048821548821548	0.0526094276094276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053822799777283	0.032191594962644	0.0830364799915339	0.119807110037249	0.0951208487867956	0.0	0.0	0.0	0.0	0.8069780000000002		0.3689424	41.970560000000006						0.5824276000000002				42.4			-1.5930959999999998			104.563148																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	47.5	104.94	0.0	0.0	0.0	0.0	0.0	0.0	9.081379836096817	8.109395845244903	3.0874785591766725	1.400800457404231	0.0857632933104631	0.0	0.0095292548122736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068314932103552	0.0364279191203144	0.0786284175470437	0.192601808653722	0.180580923143807	0.0	0.594333972955687	0.0	0.0	0.6628383999999999		0.2488159999999999	46.91924						0.3927904				47.4			-1.583496			104.76156																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	52.5	114.84	0.0	0.0	0.0	0.0	0.0	0.0	8.150470219435736	7.50609543712992	2.8561476837338904	1.044932079414838	0.0783699059561128	0.0783699059561128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0061312138650957	0.0325369870882377	0.0773920556181935	0.14467668983159	0.207949767825303	1.15930287243506	0.0	0.0	0.0	0.4400204000000001		0.1714907999999999	51.868599999999994						0.2706999999999999				52.4			-1.5360999999999996			105.08204399999995																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	57.5	111.87	0.0	0.0	0.0	0.0	0.0	0.0	8.188075444712613	7.07070707070707	3.003486189326898	1.2156967909180298	0.080450522928399	0.0178778939840886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00615950250028	0.0311706988013401	0.0829564884786072	0.177908356847678	0.143901658858659	0.12198701793681	0.0	0.0	0.0	0.3107216		0.122512	56.8166						0.1933247999999999				57.4			-1.491124			105.51999200000002																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	62.5	106.92	0.0	0.0	0.0	0.0	0.0	0.0	9.16573138795361	7.547699214365881	3.3015338570894124	1.2439206883651328	0.1309390198279087	0.0187055742611298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068949468995735	0.0340360831786459	0.0889256925390959	0.197526759329725	0.203646949603374	0.155958342550942	0.0	0.0	0.0	0.3419435999999999		0.08932632	61.765440000000005						0.1410132				62.39999999999999			-1.4623320000000002			105.66018400000002																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	67.5	113.85	0.0	0.0	0.0	0.0	0.0	0.0	8.634167764602548	6.447079490557751	2.5911286780852	0.9749670619235836	0.0702678963548528	0.0175669740887132	0.0087834870443566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0064950766871901	0.0283067880884548	0.0720680193336412	0.146569412234204	0.115954487184554	0.305143192767885	0.37206360244841	0.0	0.0	0.3851744000000001		0.06500264	66.71308						0.1026154799999999				67.4			-1.489316			105.4955																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	72.5	117.81	0.0	0.0	0.0	0.0	0.0	0.0	10.126474832357186	7.749766573295985	2.5379848909260674	1.0780069603599016	0.0509294626941685	0.0084882437823614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076176688246325	0.0351828741837954	0.0665001156939046	0.168342864916325	0.0403414775160858	0.0525719037448178	0.0	0.0	0.0	0.3820476		0.04714288	71.66148000000001						0.0744214				72.4			-1.480408			105.444252																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	77.5	114.84	0.0	0.0	0.0	0.0	0.0	0.0	10.466736328805291	7.906652734238941	3.108672936259143	0.9578544061302682	0.0174155346569139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0078736314806037	0.0368774819481708	0.0834920478830141	0.13619258919385	0.0149418060920331	0.0	0.0	0.0	0.0	0.30182		0.0342118	76.60988000000002						0.0540144				77.4			-1.4879640000000005			105.553212																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	82.5	110.88	0.0	0.0	0.0	0.0	0.0	0.0	9.830447330447331	7.828282828282829	2.7507215007215007	0.955988455988456	0.027056277056277	0.027056277056277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073949813139376	0.0343101823584596	0.0780553609829588	0.133549478487181	0.0199712022082765	0.280010238450979	0.0	0.0	0.0	0.2445719999999999		0.0255734399999999	81.55792						0.0396099999999999				82.4			-1.4878280000000002			105.75025600000002																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	87.5	76.23	0.0	0.0	0.0	0.0	0.0	0.0	9.891118982028072	8.172635445362717	3.2401941492850583	0.800209891118982	0.052472779745507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074406217323889	0.0371340521925141	0.0887139280091523	0.113815587991381	0.0437083717735795	0.0	0.0	0.0	0.0	0.2052051999999999		0.01874772	86.50608						0.0293644799999999				87.40000000000002			-1.413084			105.913888																	
ips_007	HDR20180716135401	2018-07-16 13:54:01	uvp5_sn008_ips_amundsen_2018	92.5	112.86	0.0	0.0	0.0	0.0	0.0	0.0	7.912457912457913	6.034024455077087	2.0556441609073186	0.9746588693957116	0.0620237462342725	0.0	0.0088605351763246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059521684459583	0.0273714962972138	0.0558188353489472	0.162109751814845	0.0883041588548236	0.0	0.416132451788051	0.0	0.0	0.1464028		0.0139155599999999	91.4534						0.02207436				92.4			-1.2543720000000005			106.06370000000004																	
