sample_station,sample_sampling_date,sample_time_in_deploy,sample_cast_number,sample_time_bottom_deploy,sample_time_out_deploy,Sampling_depth_max,numb_folder_profils,zipped_profils,sample_bottom_datetime,sample_out_datetime,object_latitude,object_longitude,sample_net_mesh,sample_net_aperture,acq_instrument,acq_camera_type,sample_max_sampling_depth_deploy,sample_station_depth_in,profil_folder_name,,,,,,,,,,
G403,6/25/2016,14:35:12,1,14:53:14,15:16:58,700,0,No,2016-06-25 14:51:00,2016-06-25 15:23:04,68.022683,-61.625433,200um,0.282744,LOKI,"1,4Mpx",700,1675,20160625_St-G403_cast#1,,,,,,,,,,
G413,6/27/2016,19:40:36,1,19:47:35,19:57:18,270,0,No,2016-06-27 19:45:24,2016-06-27 19:54:39,68.130033,-58.967433,200um,0.282744,LOKI,"1,4Mpx",270,286,20160627_St-G413_cast#1,,,,,,,,,,
G418,6/28/2016,14:57:19,1,15:07:26,15:20:31,370,0,No,2016-06-28 15:05:07,2016-06-28 15:17:42,68.115016,-57.76315,200um,0.282744,LOKI,"1,4Mpx",370,383,20160628_St-G418_cast#1,,,,,,,,,,
G507,6/30/2016,17:02:21,1,17:10:38,17:20:59,286,0,No,2016-06-30 17:08:15,2016-06-30 17:18:06,70.007633,-59.122133,200um,0.282744,LOKI,"1,4Mpx",286,296,20160630_St-G507_cast#1,,,,,,,,,,
G512,7/1/2016,17:25:06,1,17:40:04,17:57:14,530,0,No,2016-07-01 17:37:39,2016-07-01 17:55:32,69.999933,-60.366683,200um,0.282744,LOKI,"1,4Mpx",530,540,20160701_St-G512_cast#1,,,,,,,,,,
G600,7/3/2016,15:30:35,1,15:48:18,16:12:05,700,0,No,2016-07-03 15:45:47,2016-07-03 16:15:00,70.5025,-63.995283,200um,0.282744,LOKI,"1,4Mpx",700,2113,20160703_St-G600_cast#1,,,,,,,,,,
G615,7/5/2016,17:24:56,1,17:41:46,18:02:10,605,0,No,2016-07-05 17:39:13,2016-07-05 17:59:09,70.498466,-59.5174,200um,0.282744,LOKI,"1,4Mpx",605,614,20160705_St-G615_cast#1,,,,,,,,,,
G604.5,7/6/2016,17:17:58,1,17:35:56,17:59:57,700,0,No,2016-07-06 17:33:19,2016-07-06 17:56:54,70.498866,-62.6328,200um,0.282744,LOKI,"1,4Mpx",700,2066,20160706_St-G604.5_cast#1,,,,,,,,,,
G719,7/10/2016,13:36:21,1,13:54:32,14:17:39,700,0,No,2016-07-10 13:51:48,2016-07-10 14:14:54,69.50515,-63.215116,200um,0.282744,LOKI,"1,4Mpx",700,1055,20160710_St-G719_cast#1,,,,,,,,,,
176,7/30/2016,07:47:01,1,07:56:35,08:12:00,370,0,No,2016-07-30 07:53:27,2016-07-30 08:07:25,69.588933,-65.346616,200um,0.282744,LOKI,"1,4Mpx",370,380,20160730_St-176_cast#1,,,,,,,,,,
169,8/1/2016,07:00:12,1,07:19:20,07:49:12,760,0,No,2016-08-01 07:16:14,2016-08-01 07:45:21,71.269883,-70.52475,200um,0.282744,LOKI,"1,4Mpx",760,770,20160801_St-169_cast#1,,,,,,,,,,
111,8/7/2016,04:45:55,1,05:00:00,05:23:31,,,No,2016-08-07 04:56:25,2016-08-07 05:20:19,76.307833,-73.214583,200um,0.282744,LOKI,"1,4Mpx",581,591,20160807_St-111_cast#1,,,,,,,,,,
105,8/9/2016,15:09:08,1,15:17:39,15:31:46,318,0,No,2016-08-09 15:14:19,2016-08-09 15:27:41,76.31795,-75.763033,200um,0.282744,LOKI,"1,4Mpx",318,328,20160809_St-105_cast#1,,,,,,,,,,
101,8/10/2016,05:23:44,1,05:32:40,05:46:40,338,0,No,2016-08-10 05:29:05,2016-08-10 05:43:11,76.390683,-77.41135,200um,0.282744,LOKI,"1,4Mpx",338,348,20160810_St-101_cast#1,,,,,,,,,,
305,8/18/2016,06:16:22,1,06:20:40,06:28:30,168,0,No,2016-08-18 06:16:42,2016-08-18 06:24:39,74.330566,-94.9303,200um,0.282744,LOKI,"1,4Mpx",168,178,20160818_St-305_cast#1,,,,,,,,,,
310E,8/19/2016,17:36:48,1,17:40:02,17:46:07,109,0,No,2016-08-19 17:36:08,2016-08-19 17:42:31,71.283616,-97.70575,200um,0.282744,LOKI,"1,4Mpx",109,119,20160819_St-310E_cast#1,,,,,,,,,,
312,8/20/2016,13:45:06,1,13:46:50,13:50:14,58,0,No,2016-08-20 13:42:48,2016-08-20 13:46:05,69.171666,-100.703166,200um,0.282744,LOKI,"1,4Mpx",58,68,20160820_St-312_cast#1,,,,,,,,,,
QMG-M,8/21/2016,01:37:01,1,01:40:08,01:45:20,103,0,No,2016-08-21 01:36:07,2016-08-21 01:41:17,68.3025,-101.741333,200um,0.282744,LOKI,"1,4Mpx",103,113,20160821_St-QMG-M_cast#1,,,,,,,,,,
QMG-3,8/22/2016,22:17:38,1,22:19:07,22:21:46,38,1,No,2016-08-22 22:15:06,2016-08-22 22:17:24,68.323866,-102.940566,200um,0.282744,LOKI,"1,4Mpx",38,48,20160822_St-QMG-3_cast#1,,,,,,,,,,
QMG-4,8/23/2016,02:18:53,1,02:20:31,02:23:55,58,1,No,2016-08-23 02:16:29,2016-08-23 02:19:25,68.484333,-103.428666,200um,0.282744,LOKI,"1,4Mpx",58,68,20160823_St-QMG-4_cast#1,,,,,,,,,,
316,8/23/2016,06:43:22,1,06:47:32,06:55:03,163,0,No,2016-08-24 06:43:23,2016-08-24 06:50:30,68.38435,-112.118166,200um,0.282744,LOKI,"1,4Mpx",163,173,20160823_St-316_cast#1,,,,,,,,,,
314,8/23/2016,12:52:05,1,12:54:56,12:59:20,71,0,No,2016-08-23 12:50:54,2016-08-23 12:54:48,68.970333,-105.471666,200um,0.282744,LOKI,"1,4Mpx",71,81,20160823_St-314_cast#1,,,,,,,,,,
407,8/28/2016,02:54:20,1,03:04:44,03:18:27,380,1,No,2016-08-28 03:00:29,2016-08-28 03:13:46,71.005166,-126.0695,200um,0.282744,LOKI,"1,4Mpx",380,390,20160828_St-407_cast#1,,,,,,,,,,
437,8/28/2016,21:27:38,1,21:35:39,21:46:35,275,0,No,2016-08-28 21:31:21,2016-08-28 21:42:37,71.80015,-126.496066,200um,0.282744,LOKI,"1,4Mpx",275,285,20160828_St-437_cast#1,,,,,,,,,,
408,8/29/2016,13:23:00,1,13:28:58,13:36:41,196,0,No,2016-08-29 13:24:37,2016-08-29 13:32:10,71.312833,-127.581166,200um,0.282744,LOKI,"1,4Mpx",196,206,20160829_St-408_cast#1,,,,,,,,,,
434b,8/30/2016,15:36:06,1,15:37:38,15:41:00,36,0,No,2016-08-30 15:33:33,2016-08-30 15:36:08,70.1785,-133.550333,200um,0.282744,LOKI,"1,4Mpx",36,46,20160830_St-434b_cast#1,,,,,,,,,,
482,9/1/2016,12:33:06,1,12:55:20,13:23:32,811,0,No,2016-09-01 12:50:59,2016-09-01 13:18:51,70.524233,-139.3866,200um,0.282744,LOKI,"1,4Mpx",811,821,20160901_St-482_cast#1,,,,,,,,,,
472,9/2/2016,09:00:57,1,09:04:23,09:09:40,115,0,No,2016-09-02 09:00:01,2016-09-02 09:04:42,69.610433,-138.21775,200um,0.282744,LOKI,"1,4Mpx",115,125,20160902_St-472_cast#1,,,,,,,,,,
BR-G,9/4/2016,19:34:53,1,19:38:28,19:44:02,100,0,No,2016-09-04 19:33:58,2016-09-04 19:39:09,71.00165,-135.474033,200um,0.282744,LOKI,"1,4Mpx",100,691,20160904_St-BR-G_cast#1,,,,,,,,,,
435,9/5/2016,08:09:49,1,08:17:41,08:28:29,296,0,No,2016-09-05 08:13:13,2016-09-05 08:24:37,71.080766,-133.629216,200um,0.282744,LOKI,"1,4Mpx",296,306,20160905_St-435_cast#1,,,,,,,,,,
535,9/8/2016,03:10:03,1,03:17:18,03:27:33,279,0,No,2016-09-08 03:12:45,2016-09-08 03:23:17,73.415833,-128.1955,200um,0.282744,LOKI,"1,4Mpx",279,289,20160908_St-535_cast#1,,,,,,,,,,
554,9/9/2016,22:54:20,1,23:03:37,23:15:48,360,0,No,2016-09-09 22:58:59,2016-09-09 23:11:16,75.745916,-126.486633,200um,0.282744,LOKI,"1,4Mpx",360,370,20160909_St-554_cast#1,,,,,,,,,,
316,9/18/2016,09:09:42,1,09:14:04,09:20:48,167,0,No,2016-09-18 09:09:12,2016-09-18 09:15:27,68.389816,-112.121,200um,0.282744,LOKI,"1,4Mpx",167,177,20160918_St-316_cast#1,,,,,,,,,,
314,9/19/2016,01:19:22,1,01:21:49,01:25:18,69,3,No,2016-09-19 01:16:50,2016-09-19 01:19:49,68.9705,-105.466666,200um,0.282744,LOKI,"1,4Mpx",69,79,20160919_St-314_cast#1,,,,,,,,,,
QMG-4,9/19/2016,08:41:34,1,08:43:22,08:46:43,62,1,No,2016-09-19 08:38:22,2016-09-19 08:42:01,68.487583,-103.423866,200um,0.282744,LOKI,"1,4Mpx",62,72,20160919_St-QMG-4_cast#1,,,,,,,,,,
QMG-3,9/19/2016,14:24:14,1,14:25:52,14:29:14,40,0,No,2016-09-19 14:20:48,2016-09-19 14:23:47,68.3285,-102.9405,200um,0.282744,LOKI,"1,4Mpx",40,50,20160919_St-QMG-3_cast#1,,,,,,,,,,
QMG-M,9/19/2016,19:26:01,1,19:31:03,19:36:45,104,2,No,2016-09-19 19:26:16,2016-09-19 19:31:56,68.304616,-101.75135,200um,0.282744,LOKI,"1,4Mpx",104,114,20160919_St-QMG-M_cast#1,,,,,,,,,,
QMG-2,9/20/2016,00:05:54,1,00:07:22,00:10:14,50,0,No,2016-09-20 00:02:20,2016-09-20 00:04:48,68.31285,-100.8006,200um,0.282744,LOKI,"1,4Mpx",50,60,20160920_St-QMG-2_cast#1,,,,,,,,,,
311,9/20/2016,18:42:47,1,18:47:16,18:53:25,154,1,No,2016-09-20 18:42:11,2016-09-20 18:48:33,70.283366,-98.52375,200um,0.282744,LOKI,"1,4Mpx",154,164,20160920_St-311_cast#1,,,,,,,,,,
310W,9/21/2016,10:48:35,1,10:52:52,10:59:37,152,0,No,2016-09-21 10:48:05,2016-09-21 10:54:27,71.459433,-101.27115,200um,0.282744,LOKI,"1,4Mpx",152,162,20160921_St-310W_cast#1,,,,,,,,,,
307,9/22/2016,14:01:07,1,14:10:13,14:22:48,349,0,No,2016-09-22 14:05:03,2016-09-22 14:17:09,74.098333,-103.042666,200um,0.282744,LOKI,"1,4Mpx",349,359,20160922_St-307_cast#1,,,,,,,,,,
304,9/24/2016,07:52:01,1,07:59:42,08:10:55,304,0,No,2016-09-24 07:54:26,2016-09-24 08:05:58,74.246583,-91.519033,200um,0.282744,LOKI,"1,4Mpx",304,314,20160924_St-304_cast#1,,,,,,,,,,
165,9/26/2016,13:49:12,1,14:06:10,14:28:33,685,0,No,2016-09-26 14:01:04,2016-09-26 14:22:45,72.717,-75.754,200um,0.282744,LOKI,"1,4Mpx",685,695,20160926_St-165_cast#1,,,,,,,,,,
IPS 1,7/16/2018,10:38:41,1,10:46:11,10:59:29,300,1,No,2018-07-16 08:46:35,2018-07-16 08:59:37,68.3606,-60.4378,200um,0.282744,LOKI,"1,4Mpx",300,869,20180716_St-IPS 1_cast#1,,,,,,,,,,
IPS 3,7/18/2018,10:18:45,1,10:26:26,10:38:59,300,0,No,2018-07-18 08:27:28,2018-07-18 08:38:48,67.88726,-62.4786,200um,0.282744,LOKI,"1,4Mpx",300,1080,20180718_St-IPS 3_cast#1,,,,,,,,,,
IPS 4,7/21/2018,11:58:47,1,12:07:13,12:18:03,300,0,No,2018-07-21 10:07:03,2018-07-21 10:17:51,67.54152,-63.56894,200um,0.282744,LOKI,"1,4Mpx",300,498,20180721_St-IPS 4_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,4/22/2015,20:01:00,1,20:10:39,20:28:00,,,,2015-04-22 18:12:00,2015-04-22 18:35:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,4/24/2015,20:32:00,1,20:42:05,21:02:45,,,,2015-04-24 18:19:00,2015-04-24 19:07:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150424_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,4/26/2015,20:34:40,1,20:48:35,21:05:42,,,,2015-04-26 18:46:00,2015-04-26 19:10:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150426_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,4/28/2015,21:06:00,1,21:16:00,21:32:00,,,,2015-04-28 19:18:00,2015-04-28 19:37:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150428_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,4/30/2015,21:56:00,1,22:07:00,22:23:00,,,,2015-04-30 20:09:00,2015-04-30 20:27:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150430_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,5/2/2015,19:39:45,1,19:59:12,20:17:53,,,,2015-05-02 18:01:00,2015-05-02 18:20:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150502_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,5/4/2015,20:04:35,1,20:15:35,20:32:25,,,,2015-05-04 18:18:00,2015-05-04 18:38:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150504_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,5/6/2015,16:37:00,1,16:54:37,17:10:10,,,,2015-05-06 18:55:00,2015-05-06 19:13:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150506_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,5/8/2015,19:28:45,1,19:42:32,19:58:40,,,,2015-05-08 17:43:00,2015-05-08 18:03:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150508_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,5/12/2015,19:58:37,1,20:15:42,20:32:00,,,,2015-05-12 18:15:00,2015-05-12 18:36:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150512_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,5/14/2015,20:34:19,1,20:49:05,21:06:10,,,,2015-05-14 18:51:00,2015-05-14 19:11:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150514_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,5/16/2015,22:09:55,1,22:26:25,22:43:02,,,,2015-05-16 20:28:00,2015-05-16 20:48:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150516_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,5/18/2015,19:48:55,1,20:05:25,20:22:17,,,,2015-05-18 18:08:00,2015-05-18 18:27:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150518_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,5/22/2015,22:00:18,1,22:15:30,22:34:45,,,,2015-05-22 20:19:00,2015-05-22 20:40:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150522_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,5/25/2015,20:06:55,1,20:21:07,20:52:50,,,,2015-05-25 18:23:00,2015-05-25 18:43:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150525_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,5/27/2015,21:20:30,1,21:33:32,21:49:41,,,,2015-05-27 19:33:00,2015-05-27 19:54:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150527_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,5/29/2015,20:41:00,1,20:54:00,21:15:00,,,,2015-05-29 18:54:00,2015-05-29 19:15:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150529_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,5/31/2015,21:04:15,1,21:18:40,21:35:12,,,,2015-05-31 19:19:00,2015-05-31 19:41:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150531_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,6/2/2015,20:27:33,1,20:42:00,20:59:42,,,,2015-06-02 18:44:00,2015-06-02 19:16:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150602_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,6/4/2015,20:14:17,1,20:28:42,20:44:30,,,,2015-06-04 18:28:00,2015-06-04 18:50:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150604_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,6/6/2015,19:59:29,1,20:14:25,20:30:34,,,,2015-06-06 18:16:00,2015-06-06 18:35:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150606_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,6/8/2015,19:51:20,1,20:05:36,20:25:30,,,,2015-06-08 18:08:00,2015-06-08 18:29:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150608_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
Qikiqtarjuak-Ice Camp,6/10/2015,20:54:20,1,21:09:14,21:33:40,,,,2015-06-10 19:10:00,2015-06-10 19:32:00,67.47973333,-63.78953333,200um,0.282744,LOKI,"1,4Mpx",350,365,20150610_St-Qikiqtarjuak-Ice Camp_cast#1,,,,,,,,,,
